Domain,Buy Now Price,Floor Price,Min Offer,Lease to Own,Max Lease Period,Sale Lander,Show Buy Now Option,Show Lease to Own Option,Show Make Offer Option,Hidden,TLD,Date Added (UTC),Listing Status,Fast Transfer,Views,Leads,30-day Unique Searches,90-day Unique Searches,365-day Unique Searches,30-day Total Searches,90-day Total Searches,365-day Total Searches,GoDaddy NS
reread.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
reserveringen.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Pending Review,3,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
residentialdamage.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Wed Dec 10 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
residentialretirementhomes.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
residenzhotel.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
resinbounddrives.com,0,0,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
respirators.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
retail-displays.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
retirementparkhome.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
revenues.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
reviewsinsurance.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
ricemills.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Pending Review,3,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
rideons.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
riderlessbikes.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Wed Feb 18 2026,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
rigidcontainers.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
rijswijck.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
roast-coffee-beans.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
roast-coffee.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,2,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
roasted-coffee-beans.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
robot-eye-surgery.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
robotdesign.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
roboteyesurgery.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
rooftoppools.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
roomfinder.co.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,14,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
rubbergrassmats.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
rubbish-clearance.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
rulers.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
running-belt.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
runningboots.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Pending Review,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
ruql.com,0,0,10000,N,-,Request Price,N,N,Y,N,com,Wed Dec 10 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
sabinanigo.com,0,0,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
saccuir.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
sailinginfo.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Wed Dec 10 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
salt-spreaders.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Fri Dec 19 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
sanitizor.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
sanquirino.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
santaclaus.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
saunalamp.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon Dec 29 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
savingsaccountinterestrates.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
savingsaccountrates.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
savingsapp.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
savingsapp.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
savingsrate.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
scaffoldingforhire.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
scaffoldinginsurance.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
scales.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
schoolingloan.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
screenpads.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Wed Feb 18 2026,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
searchagency.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
secondhandvansforsale.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
secretpresents.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
securitycameras.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
seduce.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
seed-sheets.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
selfemployedloan.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
senciente.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
seniorenwoningen.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
seocompanies.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
seotools.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
seqd.com,0,0,50000,N,-,Custom Lander,N,N,Y,N,com,Sat Oct 26 2024,Listed,Pending Review,3,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
servercooling.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
sharedbestpractice.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
sharedbestpractise.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
shareticker.co.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
sharetips.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
sheetmaterial.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
shekels.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
shippingstorage.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Mon Dec 29 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
shirts-online.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
shoedesigns.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
shoedesigns.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
shoppz.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
showerdesigns.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
shrink-sleeve.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Wed Dec 10 2025,Listed,Pending Review,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
silikate.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
sim-hire.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
site-maps.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
sitemarketing.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
siteprogress.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
siteprogressor.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
siteprogressor.com,0,0,30000,N,-,Custom Lander,N,N,Y,N,com,Sat Oct 26 2024,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
siteprogressor.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
siterepair.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
siteworkers.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Wed Feb 18 2026,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
skatingdeals.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
skilletpans.com,30000,20000,12000,N,-,Request Price,Y,Y,N,N,com,Wed Feb 18 2026,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
skiprental.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
sleepingsensor.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Wed Feb 18 2026,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
slevio.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Wed Dec 10 2025,Listed,Pending Review,2,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
slidingfoldingdoor.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
smallmicrowaves.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
smartbusinesssupplies.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Pending Review,750,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
smartheatingcontrols.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
smebusinessinsurance.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
smehealthinsurance.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,2,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
snorkellingmasks.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Fri Dec 19 2025,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
socialinfluenceragency.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
socialinfluenceragency.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
socialmarketingagency.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
socialmedialinkbuild.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
softwaredeveloper.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
sognovacanza.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
soilexcavation.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
solar-chargers.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Fri Dec 19 2025,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
solar-maintenance.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
solar-outdoor-lights.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Fri Dec 19 2025,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
solarbins.com,0,0,12000,N,-,Request Price,Y,Y,N,N,com,Wed Feb 18 2026,Listed,Pending Review,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
solderen.com,30000,20000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
solidwallinsulation.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
solorpanels.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Fri Dec 19 2025,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
sonicbranding.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
sophiasbox.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Fri Dec 19 2025,Listed,Registrar Not Eligible,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
soundcamera.co.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
soundcamera.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
soundcameras.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
soundcameras.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
southernprints.co.uk,0,0,10000,N,-,Request Price,Y,Y,N,N,co.uk,Wed Sep 24 2025,Listed,TLD Not Eligible,3,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
spectacular.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
speelhuisjes.com,0,0,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
spermatozoa.com,0,0,12000,N,-,Request Price,Y,Y,N,N,com,Wed Feb 18 2026,Listed,Pending Review,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
splendent.co.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,2,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
sportsreviewinsurance.co.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
